"object_id","term_taxonomy_id","term_order"
"11872","2876","0"
"10929","17","0"
"10931","998","0"
"10905","496","0"
"10905","81","0"
"10905","490","0"
"10905","943","0"
"11872","957","0"
"11872","2875","0"
"10929","1","0"
"10922","1","0"
"10922","39","0"
"10922","17","0"
"10905","39","0"
"10922","2041","0"
"10922","5","0"
"10905","5","0"
"10905","455","0"
"10931","17","0"
"10931","2044","0"
"10933","46","0"
"10933","11","0"
"10933","2046","0"
"10933","2047","0"
"10933","2048","0"
"10933","2049","0"
"10933","2050","0"
"10933","2051","0"
"10933","2052","0"
"10933","2053","0"
"10933","2054","0"
"10933","2055","0"
"10933","2056","0"
"10933","2057","0"
"10933","2058","0"
"10933","2059","0"
"10937","1","0"
"11315","5","0"
"11310","5","0"
"11317","5","0"
"10937","998","0"
"10937","2071","0"
"10937","17","0"
"10940","1","0"
"11319","5","0"
"11761","5","0"
"10940","31","0"
"10940","2076","0"
"10940","2077","0"
"11313","5","0"
"10942","1953","0"
"10942","1954","0"
"10942","1878","0"
"10942","1955","0"
"10942","2079","0"
"10942","2080","0"
"10940","39","0"
"11322","5","0"
"11322","39","0"
"10940","5","0"
"10933","39","0"
"10933","5","0"
"10931","5","0"
"10937","39","0"
"10937","5","0"
"10929","39","0"
"10929","5","0"
"10942","39","0"
"10942","5","0"
"10962","1","0"
"10968","39","0"
"10962","11","0"
"10962","139","0"
"10962","2088","0"
"10962","2089","0"
"10962","2090","0"
"10962","2091","0"
"10962","461","0"
"10966","1","0"
"10964","18","0"
"10964","2093","0"
"10964","2094","0"
"10964","2095","0"
"10964","2096","0"
"10964","2097","0"
"10964","2098","0"
"10964","2099","0"
"10964","2100","0"
"10964","2101","0"
"10964","2102","0"
"10964","903","0"
"10964","2103","0"
"10966","2104","0"
"10992","39","0"
"10962","39","0"
"10962","5","0"
"10966","39","0"
"10966","5","0"
"10964","39","0"
"10964","5","0"
"10968","5","0"
"10998","39","0"
"10982","7","0"
"10982","65","0"
"10982","2109","0"
"10982","2110","0"
"10996","39","0"
"10984","243","0"
"10984","242","0"
"10984","2112","0"
"10984","2113","0"
"10984","383","0"
"10984","552","0"
"10984","925","0"
"10982","39","0"
"10986","7","0"
"10986","490","0"
"10986","65","0"
"10986","2115","0"
"11469","1164","0"
"10988","2117","0"
"10988","2118","0"
"10988","2119","0"
"10988","2120","0"
"10988","2121","0"
"10988","2122","0"
"10988","2123","0"
"10988","2124","0"
"10988","46","0"
"10988","397","0"
"11469","118","0"
"11020","1","0"
"10994","1","0"
"10992","2127","0"
"10992","2128","0"
"10996","1","0"
"10998","1","0"
"10996","998","0"
"10996","2130","0"
"10996","17","0"
"10986","39","0"
"10998","998","0"
"10998","2132","0"
"10998","17","0"
"10998","116","0"
"11002","1","0"
"11000","103","0"
"11000","781","0"
"11000","280","0"
"11002","39","0"
"11002","31","0"
"11002","2135","0"
"11002","2136","0"
"11000","5","0"
"11000","39","0"
"11002","5","0"
"10986","5","0"
"10996","5","0"
"10984","39","0"
"10984","5","0"
"10998","5","0"
"10994","39","0"
"10994","5","0"
"10994","2139","0"
"10994","2140","0"
"10994","2141","0"
"10994","2142","0"
"10994","2143","0"
"10994","2144","0"
"10994","2145","0"
"10994","2146","0"
"10988","39","0"
"10988","5","0"
"10982","5","0"
"10992","5","0"
"11185","30","0"
"11020","2148","0"
"11020","2149","0"
"11020","395","0"
"11020","2150","0"
"11020","397","0"
"11022","1","0"
"11714","39","0"
"11664","2697","0"
"11666","7","0"
"11662","39","0"
"11664","2695","0"
"11024","1","0"
"11026","1","0"
"11024","2157","0"
"11024","2159","0"
"11024","2160","0"
"11028","1","0"
"11026","77","0"
"11026","2162","0"
"11026","2163","0"
"11026","2164","0"
"11028","193","0"
"11028","2153","0"
"11028","2166","0"
"11269","39","0"
"11501","39","0"
"11476","2517","0"
"11480","103","0"
"11480","2523","0"
"11847","190","0"
"11476","39","0"
"11476","822","0"
"12154","17","0"
"11476","5","0"
"11476","821","0"
"11476","183","0"
"11483","39","0"
"11038","1","0"
"11471","24","0"
"11467","39","0"
"11471","611","0"
"11471","7","0"
"11040","1","0"
"11038","37","0"
"11038","2168","0"
"11038","2175","0"
"11038","1649","0"
"11022","5","0"
"11040","165","0"
"11040","21","0"
"11040","2177","0"
"11040","2178","0"
"11040","2179","0"
"11040","2180","0"
"11040","2181","0"
"11040","2182","0"
"11040","2183","0"
"11040","2184","0"
"11040","2185","0"
"11040","2186","0"
"11040","2187","0"
"11022","39","0"
"11042","2189","0"
"11042","2190","0"
"11038","5","0"
"11020","39","0"
"11020","5","0"
"11028","39","0"
"11028","5","0"
"11042","39","0"
"11042","5","0"
"11024","39","0"
"11024","5","0"
"11026","39","0"
"11026","5","0"
"11040","39","0"
"11040","5","0"
"11060","39","0"
"11473","2513","0"
"11467","5","0"
"11060","41","0"
"11089","2204","0"
"11063","39","0"
"11063","5","0"
"11469","21","0"
"11501","188","0"
"11501","1","0"
"11126","2265","0"
"11126","2266","0"
"11126","2267","0"
"11126","2268","0"
"11126","2269","0"
"11126","2270","0"
"11126","2271","0"
"11126","2272","0"
"11130","1","0"
"11128","2274","0"
"11128","692","0"
"11147","39","0"
"11130","2276","0"
"11130","692","0"
"11134","1","0"
"11132","158","0"
"11132","2278","0"
"11132","103","0"
"11134","39","0"
"11134","998","0"
"11134","76","0"
"11134","18","0"
"11134","1789","0"
"11134","2280","0"
"11134","2281","0"
"11134","2282","0"
"11134","961","0"
"11140","1","0"
"11140","39","0"
"11140","998","0"
"11140","2284","0"
"11140","17","0"
"11559","39","0"
"11147","988","0"
"11147","7","0"
"11147","991","0"
"11147","550","0"
"11559","5","0"
"11154","2297","0"
"11154","2298","0"
"11546","2585","0"
"11548","5","0"
"11546","496","0"
"11130","39","0"
"11130","5","0"
"11152","39","0"
"11152","5","0"
"11154","39","0"
"11154","5","0"
"11132","39","0"
"11132","5","0"
"11147","5","0"
"11128","5","0"
"11145","5","0"
"11546","2591","0"
"11666","490","0"
"11169","2301","0"
"11126","5","0"
"11126","55","0"
"11169","5","0"
"11666","65","0"
"11226","39","0"
"11183","39","0"
"11186","30","0"
"11186","287","0"
"11186","298","0"
"11186","852","0"
"11186","356","0"
"11186","1452","0"
"11186","304","0"
"11186","1635","0"
"11186","1088","0"
"11186","39","0"
"11186","5","0"
"11183","5","0"
"11199","39","0"
"11195","39","0"
"11624","5","0"
"11638","5","0"
"11624","39","0"
"11638","39","0"
"12154","3087","0"
"11199","2304","0"
"11199","987","0"
"11199","2307","0"
"11224","39","0"
"11207","490","0"
"11203","117","0"
"11203","2309","0"
"11203","2310","0"
"11203","2311","0"
"11203","2312","0"
"11203","2313","0"
"11207","65","0"
"11211","1788","0"
"11209","7","0"
"11209","490","0"
"11209","65","0"
"11211","39","0"
"11211","7","0"
"11211","490","0"
"11211","65","0"
"11215","2281","0"
"11213","7","0"
"11213","490","0"
"11213","65","0"
"11215","39","0"
"11215","7","0"
"11215","490","0"
"11215","65","0"
"11219","1","0"
"11217","7","0"
"11217","490","0"
"11217","65","0"
"11555","5","0"
"11219","7","0"
"11219","490","0"
"11219","65","0"
"11557","5","0"
"11872","37","0"
"11872","39","0"
"11564","39","0"
"11564","5","0"
"11566","2607","0"
"11562","5","0"
"11566","51","0"
"11865","39","0"
"11566","37","0"
"11872","2874","0"
"11564","1946","0"
"11564","51","0"
"11562","39","0"
"11564","37","0"
"11595","1","0"
"11562","2038","0"
"11562","308","0"
"11562","11","0"
"11606","39","0"
"11555","39","0"
"11207","30","0"
"11286","39","0"
"11224","707","0"
"11224","1261","0"
"11224","2316","0"
"11224","2317","0"
"11224","2318","0"
"11224","232","0"
"11224","2319","0"
"11224","1944","0"
"11224","2320","0"
"11224","2321","0"
"11224","2322","0"
"11224","2323","0"
"11224","596","0"
"11224","2324","0"
"11224","2325","0"
"11224","2326","0"
"11224","2327","0"
"11224","2328","0"
"11224","2329","0"
"11224","2331","0"
"11224","2332","0"
"11219","30","0"
"11217","39","0"
"11217","5","0"
"11215","5","0"
"11215","2333","0"
"11215","2334","0"
"11215","2335","0"
"11213","39","0"
"11213","5","0"
"11211","5","0"
"11211","2336","0"
"11211","2337","0"
"11211","2338","0"
"11209","39","0"
"11209","5","0"
"11203","5","0"
"11224","5","0"
"11207","2339","0"
"11207","2340","0"
"11207","2341","0"
"11207","2342","0"
"11207","2343","0"
"11205","39","0"
"11205","5","0"
"11553","5","0"
"11199","5","0"
"11195","5","0"
"11226","5","0"
"11697","2706","0"
"11649","5","0"
"11697","2707","0"
"11697","150","0"
"11668","39","0"
"11649","2674","0"
"11651","5","0"
"11761","39","0"
"11649","2676","0"
"11649","2675","0"
"11647","2669","0"
"11647","5","0"
"11647","2672","0"
"11647","2671","0"
"11647","2670","0"
"11647","2666","0"
"11647","2668","0"
"11647","2667","0"
"11258","1","0"
"11647","2665","0"
"11647","2664","0"
"11258","39","0"
"11258","188","0"
"11258","998","0"
"11258","1186","0"
"11258","2363","0"
"11258","2364","0"
"11262","1","0"
"11262","39","0"
"11262","998","0"
"11262","17","0"
"11262","2366","0"
"11660","39","0"
"11267","162","0"
"11282","5","0"
"11267","2368","0"
"11282","54","0"
"11408","39","0"
"11269","998","0"
"11269","957","0"
"11269","2371","0"
"11269","17","0"
"11284","39","0"
"11271","998","0"
"11271","116","0"
"11271","17","0"
"11271","2373","0"
"11278","298","0"
"11278","2378","0"
"11278","432","0"
"11278","1357","0"
"11278","2009","0"
"11278","2379","0"
"11278","2380","0"
"11278","28","0"
"11278","2381","0"
"11278","2382","0"
"11662","2691","0"
"11280","37","0"
"11280","38","0"
"11280","2384","0"
"11280","550","0"
"11280","604","0"
"11278","39","0"
"11282","247","0"
"11282","667","0"
"11282","575","0"
"11282","2386","0"
"11280","39","0"
"11284","43","0"
"11284","1499","0"
"11284","2388","0"
"11284","687","0"
"11284","242","0"
"11284","1500","0"
"11284","1501","0"
"11284","2026","0"
"11284","455","0"
"11284","2027","0"
"11284","2028","0"
"11284","383","0"
"11284","551","0"
"11284","550","0"
"11284","2389","0"
"11284","2390","0"
"11284","2391","0"
"11284","943","0"
"11284","496","0"
"11284","246","0"
"11647","2660","0"
"11286","2393","0"
"11286","1126","0"
"11286","2394","0"
"11286","383","0"
"11286","1959","0"
"11286","604","0"
"11286","384","0"
"11275","39","0"
"11649","100","0"
"11647","1063","0"
"11906","5","0"
"11647","2659","0"
"11647","7","0"
"11647","2657","0"
"11647","2658","0"
"11275","5","0"
"11668","2702","0"
"11286","5","0"
"11280","5","0"
"11284","5","0"
"11278","5","0"
"11267","5","0"
"11662","5","0"
"11670","39","0"
"11660","2689","0"
"11651","39","0"
"11662","2692","0"
"11315","39","0"
"11664","2646","0"
"11664","2694","0"
"11737","2552","0"
"11269","5","0"
"11313","2403","0"
"11313","162","0"
"11310","39","0"
"11315","2405","0"
"11315","2406","0"
"11315","2407","0"
"11315","2408","0"
"11315","2409","0"
"11315","2403","0"
"11315","2410","0"
"11315","1414","0"
"11315","2411","0"
"11315","2412","0"
"11315","2309","0"
"11315","2413","0"
"11315","2414","0"
"11315","2415","0"
"11315","1223","0"
"11315","2416","0"
"11315","2417","0"
"11315","2418","0"
"11315","2419","0"
"11315","2420","0"
"11317","39","0"
"11317","2422","0"
"11317","1958","0"
"11319","39","0"
"11319","490","0"
"11319","2424","0"
"11319","65","0"
"11313","39","0"
"11761","2788","0"
"11737","2763","0"
"11766","2843","0"
"12512","5","0"
"11951","5","0"
"11322","11","0"
"11322","139","0"
"11322","465","0"
"11322","2426","0"
"11322","2427","0"
"11352","39","0"
"11710","5","0"
"11708","5","0"
"11358","39","0"
"11703","2717","0"
"11703","37","0"
"11705","1","0"
"11350","39","0"
"11342","39","0"
"12255","5","0"
"11968","17","0"
"11271","39","0"
"11350","190","0"
"11350","2432","0"
"11350","2433","0"
"11350","2434","0"
"11350","2435","0"
"11350","2436","0"
"11352","2437","0"
"11364","39","0"
"11354","2437","0"
"11354","39","0"
"11356","5","0"
"11356","39","0"
"11358","152","0"
"11358","2439","0"
"11360","5","0"
"11358","2440","0"
"11360","39","0"
"11352","5","0"
"11360","152","0"
"11360","2439","0"
"11360","550","0"
"11360","2442","0"
"11362","39","0"
"11362","1958","0"
"11362","4","0"
"11362","2444","0"
"11342","5","0"
"11968","2957","0"
"11968","998","0"
"11350","5","0"
"11391","39","0"
"11364","36","0"
"11364","2447","0"
"11364","220","0"
"11347","39","0"
"11347","5","0"
"11358","5","0"
"11354","5","0"
"11364","5","0"
"11362","5","0"
"11271","5","0"
"11366","39","0"
"11391","2449","0"
"11391","2450","0"
"11391","2451","0"
"11391","2452","0"
"11391","2453","0"
"11391","572","0"
"11391","2454","0"
"11366","5","0"
"11391","5","0"
"11399","1944","0"
"12291","39","0"
"11761","18","0"
"11408","5","0"
"12049","998","0"
"12049","11","0"
"12049","531","0"
"12049","2996","0"
"12049","2997","0"
"12049","86","0"
"11741","39","0"
"11741","5","0"
"11434","2486","0"
"11397","5","0"
"11404","395","0"
"11397","39","0"
"11404","610","0"
"11404","625","0"
"11404","612","0"
"11404","2467","0"
"11404","2468","0"
"11404","2469","0"
"11404","2470","0"
"11404","613","0"
"11404","1047","0"
"11404","2471","0"
"11404","2472","0"
"11404","1981","0"
"11844","39","0"
"11406","11","0"
"11434","280","0"
"11410","54","0"
"11406","847","0"
"11434","2485","0"
"11434","2484","0"
"11852","2863","0"
"11408","100","0"
"11434","103","0"
"11399","39","0"
"11399","5","0"
"11404","39","0"
"11410","2476","0"
"11410","847","0"
"11436","1","0"
"11410","2477","0"
"11410","2478","0"
"11410","2142","0"
"11410","2479","0"
"11971","1","0"
"11412","11","0"
"11412","139","0"
"11412","39","0"
"11415","39","0"
"11415","998","0"
"11415","17","0"
"11415","2482","0"
"11415","5","0"
"11412","5","0"
"11404","5","0"
"11406","39","0"
"11406","5","0"
"11434","2487","0"
"11434","2488","0"
"11434","2489","0"
"11434","2490","0"
"11434","2491","0"
"11434","39","0"
"11436","5","0"
"11438","37","0"
"11438","51","0"
"11438","582","0"
"11438","694","0"
"11438","2493","0"
"11438","2494","0"
"11438","1943","0"
"11438","2495","0"
"11438","2496","0"
"11438","2497","0"
"11438","2498","0"
"11438","2499","0"
"11438","579","0"
"11438","1111","0"
"11438","39","0"
"11438","5","0"
"11434","5","0"
"11504","39","0"
"11448","1","0"
"11446","12","0"
"11446","2501","0"
"11746","998","0"
"11448","287","0"
"11448","2503","0"
"11448","998","0"
"11986","2977","0"
"11746","1","0"
"12277","3196","0"
"12277","3049","0"
"12330","55","0"
"11448","39","0"
"11458","1","0"
"11852","38","0"
"11458","2505","0"
"11458","2506","0"
"11458","182","0"
"11458","17","0"
"11854","1","0"
"11844","5","0"
"12377","5","0"
"11849","2860","0"
"11849","2859","0"
"11849","2858","0"
"11849","847","0"
"11480","2526","0"
"11505","1","0"
"11847","2628","0"
"11852","39","0"
"12154","3089","0"
"11849","1","0"
"12154","3090","0"
"11471","5","0"
"11482","103","0"
"11482","2528","0"
"11501","54","0"
"11518","2560","0"
"11482","2526","0"
"11478","5","0"
"11478","39","0"
"11482","54","0"
"11483","1046","0"
"11471","39","0"
"11483","1047","0"
"11483","2534","0"
"11483","2535","0"
"11483","613","0"
"11483","612","0"
"11483","606","0"
"11483","45","0"
"11482","5","0"
"11504","51","0"
"11504","37","0"
"11504","1602","0"
"11504","2540","0"
"11446","39","0"
"11505","51","0"
"11505","2542","0"
"11446","5","0"
"11504","5","0"
"11520","1","0"
"11518","21","0"
"11518","165","0"
"11518","2544","0"
"11518","2545","0"
"11518","2546","0"
"11518","263","0"
"11529","39","0"
"11524","1738","0"
"11522","2548","0"
"11522","2549","0"
"11522","2550","0"
"11518","39","0"
"11527","5","0"
"11524","2552","0"
"11527","39","0"
"11546","2595","0"
"11527","37","0"
"11527","2555","0"
"11527","110","0"
"11527","2556","0"
"11527","85","0"
"11520","39","0"
"11529","7","0"
"11529","490","0"
"11529","65","0"
"11520","5","0"
"11520","69","0"
"11520","2557","0"
"11524","39","0"
"11524","5","0"
"11524","2558","0"
"11524","2559","0"
"11518","5","0"
"11518","2561","0"
"11518","2562","0"
"11518","2563","0"
"11518","2564","0"
"11518","2565","0"
"11518","2566","0"
"11518","2567","0"
"11518","2568","0"
"11518","2569","0"
"11518","2570","0"
"11518","2571","0"
"11518","2572","0"
"11518","2573","0"
"11518","2574","0"
"11518","2575","0"
"11518","2576","0"
"11518","2577","0"
"11518","2578","0"
"11518","2579","0"
"11518","2580","0"
"11522","39","0"
"11522","5","0"
"11529","5","0"
"11542","39","0"
"11542","74","0"
"11542","2582","0"
"11542","5","0"
"11546","2596","0"
"11546","2597","0"
"11546","2598","0"
"11546","5","0"
"11872","2878","0"
"11550","8","0"
"11550","11","0"
"11550","2600","0"
"11546","39","0"
"11550","2602","0"
"11550","2603","0"
"11906","39","0"
"11557","39","0"
"11553","383","0"
"11553","601","0"
"11553","2154","0"
"11550","39","0"
"11548","39","0"
"11550","5","0"
"11593","2610","0"
"11593","2611","0"
"11593","679","0"
"11593","86","0"
"11595","5","0"
"11595","2613","0"
"11595","2614","0"
"11595","2615","0"
"11595","2164","0"
"11599","1","0"
"11597","9","0"
"11595","39","0"
"11601","1","0"
"11599","1975","0"
"11599","2619","0"
"11599","998","0"
"11599","1186","0"
"11601","39","0"
"11601","998","0"
"11601","2621","0"
"11601","17","0"
"11599","39","0"
"12139","5","0"
"12154","3088","0"
"11606","7","0"
"11606","2623","0"
"11891","5","0"
"11597","39","0"
"11597","5","0"
"11593","39","0"
"11593","5","0"
"11606","5","0"
"11626","39","0"
"11620","1649","0"
"11620","2626","0"
"11620","836","0"
"11620","839","0"
"11620","37","0"
"11624","1","0"
"12139","39","0"
"12146","5","0"
"11697","18","0"
"11624","190","0"
"11624","2628","0"
"11893","5","0"
"11626","18","0"
"11626","76","0"
"11626","2630","0"
"11626","395","0"
"11626","2631","0"
"11899","5","0"
"11620","39","0"
"11620","5","0"
"11896","39","0"
"11626","5","0"
"11647","39","0"
"11896","5","0"
"11904","5","0"
"11638","1","0"
"11660","5","0"
"11638","598","0"
"11638","435","0"
"11638","1959","0"
"11638","2635","0"
"11638","2636","0"
"11638","2637","0"
"11638","796","0"
"11638","2638","0"
"11638","2639","0"
"11638","2640","0"
"11638","2641","0"
"11638","2642","0"
"11638","2643","0"
"11638","2644","0"
"11638","2645","0"
"11638","2646","0"
"11638","2647","0"
"11638","2648","0"
"11638","2649","0"
"11638","2650","0"
"11638","2651","0"
"11638","1126","0"
"11638","2652","0"
"11638","2653","0"
"11638","2654","0"
"11638","2655","0"
"11666","5","0"
"11666","39","0"
"11910","5","0"
"11651","2680","0"
"11651","2681","0"
"11635","39","0"
"11635","5","0"
"11908","5","0"
"11654","1","0"
"11656","1","0"
"11654","182","0"
"11654","2685","0"
"11654","2686","0"
"11654","17","0"
"11654","39","0"
"11656","287","0"
"11656","2688","0"
"11656","998","0"
"11656","39","0"
"11668","2703","0"
"11649","39","0"
"11664","39","0"
"11664","5","0"
"11670","5","0"
"11668","5","0"
"11701","39","0"
"11714","5","0"
"11701","5","0"
"11699","1046","0"
"11708","39","0"
"11701","2712","0"
"11701","2713","0"
"11701","2714","0"
"11701","2715","0"
"11703","2718","0"
"11703","710","0"
"11703","2719","0"
"11703","2720","0"
"11703","1796","0"
"11705","39","0"
"11705","182","0"
"11705","2722","0"
"11705","2723","0"
"11705","17","0"
"11710","39","0"
"11710","2754","0"
"11708","67","0"
"11708","2725","0"
"11708","2726","0"
"11708","2727","0"
"11708","2728","0"
"11708","2729","0"
"11708","394","0"
"11708","2730","0"
"11708","2731","0"
"11708","2732","0"
"11708","2733","0"
"11708","2734","0"
"11708","1165","0"
"11699","5","0"
"11761","397","0"
"11716","2756","0"
"11716","2757","0"
"11710","175","0"
"11716","5","0"
"11716","39","0"
"11716","2758","0"
"11714","2753","0"
"12244","51","0"
"12455","39","0"
"12244","3182","0"
"11697","5","0"
"11697","54","0"
"11697","39","0"
"11716","2755","0"
"11737","2760","0"
"11703","5","0"
"11714","397","0"
"11966","2955","0"
"11716","37","0"
"11737","17","0"
"11761","2789","0"
"12049","2998","0"
"11741","2773","0"
"11966","847","0"
"11966","2954","0"
"11968","1","0"
"11994","39","0"
"11741","2774","0"
"11741","2775","0"
"11741","76","0"
"11746","17","0"
"12277","3048","0"
"12277","3195","0"
"12277","3052","0"
"11746","2782","0"
"11737","39","0"
"11748","998","0"
"11748","287","0"
"11748","2784","0"
"11748","39","0"
"11966","5","0"
"11980","39","0"
"12253","39","0"
"11756","53","0"
"11756","998","0"
"11756","17","0"
"11756","2786","0"
"11737","5","0"
"12061","30","0"
"11766","2791","0"
"11766","2792","0"
"11787","39","0"
"12049","1","0"
"11844","103","0"
"11766","39","0"
"11769","2795","0"
"11769","2796","0"
"11769","2797","0"
"11852","37","0"
"11831","5","0"
"12059","65","0"
"12063","39","0"
"12328","1881","0"
"12055","3013","0"
"12055","3014","0"
"12055","142","0"
"12328","356","0"
"12512","54","0"
"12092","39","0"
"13408","4072","0"
"12288","5","0"
"12273","39","0"
"12275","51","0"
"12328","298","0"
"12275","37","0"
"12275","1946","0"
"12288","39","0"
"12330","5","0"
"12341","39","0"
"12154","3091","0"
"11782","31","0"
"11782","2812","0"
"11782","2076","0"
"11831","2846","0"
"11795","39","0"
"11785","193","0"
"11785","1292","0"
"11769","39","0"
"11869","5","0"
"11791","39","0"
"11787","1958","0"
"11787","2816","0"
"11787","2817","0"
"11793","39","0"
"11789","1962","0"
"11789","2819","0"
"11789","2820","0"
"11789","2821","0"
"11789","2822","0"
"11785","39","0"
"11791","2824","0"
"11791","2825","0"
"11791","2826","0"
"11791","2827","0"
"11791","2828","0"
"11791","2829","0"
"11791","2830","0"
"11791","2831","0"
"11793","1796","0"
"11798","39","0"
"11797","1","0"
"11806","54","0"
"11800","1","0"
"11798","2833","0"
"11798","2834","0"
"11798","2835","0"
"11802","1","0"
"11804","1","0"
"11789","39","0"
"11782","39","0"
"11806","234","0"
"11806","2837","0"
"11806","2838","0"
"11806","2839","0"
"11806","2840","0"
"11806","2841","0"
"11806","2842","0"
"11782","5","0"
"11766","5","0"
"11766","2844","0"
"11787","5","0"
"11795","5","0"
"11798","5","0"
"11789","5","0"
"11791","5","0"
"11793","5","0"
"11785","5","0"
"11831","76","0"
"11831","2847","0"
"11769","5","0"
"11844","2849","0"
"11844","2486","0"
"11844","2487","0"
"11844","2488","0"
"11844","2489","0"
"11844","2490","0"
"11844","2850","0"
"11844","2851","0"
"11869","39","0"
"11844","2853","0"
"12081","998","0"
"11854","998","0"
"11854","17","0"
"11854","2865","0"
"11862","1","0"
"12328","5","0"
"12324","5","0"
"12452","1982","0"
"13408","4074","0"
"12081","1","0"
"11847","39","0"
"11862","17","0"
"11862","998","0"
"11862","2867","0"
"11862","2868","0"
"11862","207","0"
"11849","54","0"
"11865","7","0"
"11865","490","0"
"11865","65","0"
"11867","39","0"
"11867","21","0"
"11867","115","0"
"11867","2870","0"
"11872","2879","0"
"11869","9","0"
"11869","2872","0"
"11869","1921","0"
"11872","1825","0"
"11872","2880","0"
"11872","2881","0"
"11872","2882","0"
"11872","2883","0"
"11872","2309","0"
"11872","2884","0"
"11872","2885","0"
"11874","55","0"
"11874","2887","0"
"11874","2888","0"
"11874","2889","0"
"11872","5","0"
"11865","5","0"
"11847","5","0"
"11852","5","0"
"11867","5","0"
"11929","39","0"
"11891","39","0"
"11891","17","0"
"11891","2891","0"
"12141","5","0"
"11925","7","0"
"11929","5","0"
"11925","987","0"
"11899","39","0"
"12152","5","0"
"11893","39","0"
"11908","39","0"
"11899","21","0"
"11899","24","0"
"11899","2896","0"
"11904","11","0"
"11904","139","0"
"11904","1597","0"
"11904","2898","0"
"11910","39","0"
"11906","2900","0"
"11906","609","0"
"11906","2638","0"
"11906","2901","0"
"11906","2902","0"
"11904","39","0"
"11925","1768","0"
"11925","2904","0"
"11925","2905","0"
"11925","2906","0"
"11925","2907","0"
"11925","2908","0"
"11925","2909","0"
"11925","2910","0"
"11925","2911","0"
"11925","2912","0"
"11925","2913","0"
"11925","2694","0"
"11925","2646","0"
"12154","1853","0"
"11960","39","0"
"11925","39","0"
"11929","212","0"
"11929","2009","0"
"11929","298","0"
"11929","356","0"
"11929","686","0"
"11929","685","0"
"11929","2915","0"
"11929","2916","0"
"11929","2917","0"
"11925","5","0"
"11974","39","0"
"11943","2919","0"
"11943","903","0"
"11943","809","0"
"11943","2920","0"
"12523","3373","0"
"11945","37","0"
"11945","2922","0"
"11945","1649","0"
"11945","518","0"
"11962","39","0"
"12282","39","0"
"12523","39","0"
"13106","1958","0"
"13106","4","0"
"11949","65","0"
"11951","1","0"
"12523","36","0"
"11951","2927","0"
"11951","2928","0"
"11951","2929","0"
"11951","2930","0"
"11951","2407","0"
"11951","2408","0"
"11951","2931","0"
"11951","2932","0"
"11951","2933","0"
"11951","2934","0"
"11951","2935","0"
"11951","2410","0"
"11951","2936","0"
"11951","2937","0"
"11951","1414","0"
"11951","2938","0"
"11951","2939","0"
"11951","2940","0"
"11951","2941","0"
"11951","2942","0"
"12523","3372","0"
"12255","7","0"
"12255","490","0"
"12255","65","0"
"12251","39","0"
"12244","37","0"
"12251","5","0"
"13106","3878","0"
"12253","7","0"
"12251","193","0"
"12251","3179","0"
"12251","3178","0"
"12255","3181","0"
"12251","1164","0"
"12251","3177","0"
"13116","39","0"
"12251","3176","0"
"12255","39","0"
"12244","55","0"
"12788","31","0"
"12244","3173","0"
"11943","39","0"
"12059","26","0"
"11956","7","0"
"11956","65","0"
"11956","26","0"
"11956","2944","0"
"11978","5","0"
"11958","65","0"
"11958","26","0"
"11958","2944","0"
"11958","490","0"
"11958","7","0"
"11990","39","0"
"11960","7","0"
"11960","74","0"
"11982","39","0"
"11982","5","0"
"11976","39","0"
"11962","2949","0"
"11962","395","0"
"12031","39","0"
"11964","7","0"
"11964","93","0"
"11964","2951","0"
"11964","2952","0"
"11971","998","0"
"11971","17","0"
"11971","534","0"
"11994","5","0"
"11974","8","0"
"11960","5","0"
"11956","5","0"
"11976","5","0"
"11964","5","0"
"11964","39","0"
"11943","5","0"
"12029","39","0"
"11976","713","0"
"11976","1853","0"
"11986","5","0"
"11980","5","0"
"11988","30","0"
"11986","39","0"
"11978","39","0"
"11980","2966","0"
"11980","2967","0"
"11980","2968","0"
"11980","2969","0"
"11980","2970","0"
"11980","2971","0"
"11980","2972","0"
"11980","2973","0"
"11980","2974","0"
"11982","2975","0"
"12253","5","0"
"11986","7","0"
"11966","54","0"
"11966","39","0"
"11986","2978","0"
"11986","2979","0"
"11986","2980","0"
"11993","39","0"
"11988","2982","0"
"11988","809","0"
"12512","3365","0"
"11990","70","0"
"11990","1072","0"
"11990","1766","0"
"11945","39","0"
"11956","39","0"
"11993","1072","0"
"11993","2985","0"
"11993","2986","0"
"11949","39","0"
"11994","1072","0"
"11994","926","0"
"11994","2988","0"
"11994","2989","0"
"11949","5","0"
"11962","5","0"
"11990","5","0"
"11993","5","0"
"11945","5","0"
"11974","5","0"
"12027","287","0"
"12027","11","0"
"12033","39","0"
"12029","2991","0"
"12029","4","0"
"11958","39","0"
"12031","118","0"
"12031","2993","0"
"12031","2994","0"
"12027","39","0"
"12033","17","0"
"12033","16","0"
"12027","5","0"
"12029","5","0"
"12031","5","0"
"12033","5","0"
"11958","5","0"
"12059","2944","0"
"12059","172","0"
"12070","1","0"
"12061","65","0"
"12061","26","0"
"12061","2944","0"
"12061","7","0"
"12061","490","0"
"12055","39","0"
"12063","11","0"
"12063","3019","0"
"12063","3020","0"
"12063","3021","0"
"12063","67","0"
"12055","5","0"
"12279","7","0"
"12063","5","0"
"12081","17","0"
"12070","1975","0"
"12070","3023","0"
"12070","3024","0"
